EntryID,Z-number,Anglealpha,Anglebeta,Anglegamma,a,b,c,ExperimentalMethod,DepositionDate,ReleaseDate,PDBID,TotalNumberofNon-polymerInstances,MolecularWeightperDepositedModel,NumberofDistinctNon-polymerEntities,RefinementResolution,EntryPolymerTypes,StructureDeterminationMethodology,AverageBFactor,RFree,RWork,RAll,RObserved,HighResolutionLimit,StuctureKeywords,SpaceGroup,NumberofDistinctFreeLigands,TotalNumberofFreeLigands,NumberofDistinctLigands,TotalNumberofLigands
7DIT,6,90,90,120,48.435,48.435,82.737,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIT,13,13.9,5,1.8,Protein (only),experimental,25.5247,0.2003,0.1674,NA,0.1691,1.8,OXIDOREDUCTASE,P 32 2 1,3,4,3,4
7DIU,6,90,90,120,48.584,48.584,82.721,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIU,6,13.36,4,1.879,Protein (only),experimental,31.3659,0.1916,0.1563,NA,0.1598,1.879,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIV,6,90,90,120,48.198,48.198,82.721,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIV,4,12.99,3,1.64,Protein (only),experimental,23.8185,0.1762,0.1528,NA,0.1539,1.64,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIW,6,90,90,120,48.169,48.169,83.134,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIW,3,12.98,3,1.671,Protein (only),experimental,21.3027,0.1933,0.151,NA,0.153,1.671,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DIZ,6,90,90,120,48.357,48.357,82.383,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DIZ,2,12.76,2,1.8,Protein (only),experimental,22.8965,0.1767,0.1561,NA,0.1571,1.8,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DJ0,6,90,90,120,48.015,48.015,82.752,X-RAY DIFFRACTION,2020-11-19,2021-11-24,7DJ0,2,12.76,2,1.67,Protein (only),experimental,23.1241,0.1803,0.1505,NA,0.152,1.67,OXIDOREDUCTASE,P 32 2 1,2,2,2,2
7DJI,30,90,90,120,74.373,74.373,349.595,X-RAY DIFFRACTION,2020-11-20,2021-11-24,7DJI,10,124.68,2,2.2,Protein (only),experimental,49.02,0.231,0.185,NA,NA,2.2,SIGNALING PROTEIN,P 65,1,5,1,5
7DJM,4,90,90,90,55,78.75,103.01,X-RAY DIFFRACTION,2020-11-20,2022-06-08,7DJM,4,54.42,3,1.70000117792,Protein (only),experimental,31.9819224725,0.211328545844,0.18628968042,NA,0.187504658017,1.70000117792,PLANT PROTEIN,P 21 21 21,2,3,2,3
7DJS,16,90,90,90,67.201,108.582,124.609,X-RAY DIFFRACTION,2020-11-21,2021-09-15,7DJS,4,109.9,1,1.7,Protein (only),experimental,16.0461,0.1862,0.1611,NA,0.1624,1.7,OXIDOREDUCTASE,P 21 21 21,1,4,1,4
7DK1,8,90,90,90,67.62,102.2,102.35,X-RAY DIFFRACTION,2020-11-22,2021-06-30,7DK1,10,68.48,5,1.902,Protein (only),experimental,39.17,0.2094,0.1896,NA,0.1906,1.902,HYDROLASE,P 21 21 21,4,7,4,7
7DK8,6,90,90,120,121.05,121.05,62.67,X-RAY DIFFRACTION,2020-11-23,2020-12-23,7DK8,1,66.6,1,1.99,Protein (only),experimental,47.5662,0.2556,0.1968,NA,0.2,1.99,PLANT PROTEIN,P 63,1,1,1,1
7DK9,4,90,90.09,90,45.475,87.389,63.414,X-RAY DIFFRACTION,2020-11-23,2021-11-24,7DK9,2,52.81,2,1.72,Protein (only),experimental,15.6404,0.2201,0.1776,NA,0.1793,1.72,OXIDOREDUCTASE,P 1 21 1,2,2,2,2
7DKA,4,90,91.54,90,45.084,84.177,63.898,X-RAY DIFFRACTION,2020-11-23,2021-11-24,7DKA,17,53.75,3,1.56,Protein (only),experimental,19.9027,0.1805,0.1554,NA,0.1562,1.56,OXIDOREDUCTASE,P 1 21 1,3,17,3,17
7DKC,4,90,94.15,90,67.85,74.32,153.32,X-RAY DIFFRACTION,2020-11-23,2021-11-03,7DKC,10,157.4,2,1.86,Protein (only),experimental,27.797,0.2101,0.1714,0.173,NA,1.86,HYDROLASE,P 1 21 1,1,6,1,6
7DKD,4,90,94.502,90,68.552,74.892,154.647,X-RAY DIFFRACTION,2020-11-23,2021-11-03,7DKD,7,157.03,3,1.92,Protein (only),experimental,30.137,0.2478,0.2022,0.205,NA,1.92,HYDROLASE,P 1 21 1,1,3,1,3
7DKE,4,90,94.437,90,68.035,74.555,153.868,X-RAY DIFFRACTION,2020-11-23,2021-11-03,7DKE,9,157.28,3,1.91,Protein (only),experimental,33.301,0.2511,0.2073,0.209,NA,1.91,HYDROLASE,P 1 21 1,1,5,1,5
7DKI,6,90,90,120,52.409,52.409,77.109,X-RAY DIFFRACTION,2020-11-24,2022-02-23,7DKI,2,24.14,1,2,Protein (only),experimental,22.7056,0.1978,0.1547,NA,0.1592,2,ISOMERASE,P 32,1,2,1,2
7DKM,4,90,99.72,90,43.18,126.47,59.287,X-RAY DIFFRACTION,2020-11-25,2022-02-02,7DKM,7,69.97,5,1.7,Protein (only),experimental,48.191,0.171,0.1358,NA,0.1376,1.7,OXIDOREDUCTASE,P 1 21 1,3,5,3,5
7DKN,4,90,90,90,48.072,52.705,61.618,X-RAY DIFFRACTION,2020-11-25,2021-12-01,7DKN,2,18.17,1,1.79,Protein (only),experimental,17.74,0.2192,0.1802,0.182,NA,1.79,TRANSFERASE,P 21 21 21,1,2,1,2
7DKS,4,90,90,90,177.57,54.484,83.177,X-RAY DIFFRACTION,2020-11-25,2021-06-23,7DKS,11,92.7,2,1.65,Protein (only),experimental,16.977,0.1909,0.1621,NA,0.1635,1.65,HYDROLASE,P 21 21 2,1,10,1,10
7DKT,4,90,90,90,177.049,54.689,83.24,X-RAY DIFFRACTION,2020-11-25,2021-06-23,7DKT,15,93.16,3,1.65,Protein (only),experimental,16.882,0.1873,0.1602,NA,0.1616,1.65,HYDROLASE,P 21 21 2,2,14,2,14
7DL0,32,90,90,90,161.882,161.882,125.69,X-RAY DIFFRACTION,2020-11-25,2021-09-29,7DL0,14,80.19,7,2.17,Protein (only),experimental,50.394,0.2685,0.2114,NA,0.2143,2.17,OXIDOREDUCTASE,I 41 2 2,7,14,7,14
7DL3,16,90,94.847,90,109.594,122.037,114.645,X-RAY DIFFRACTION,2020-11-25,2021-09-29,7DL3,4,158.19,2,1.84606931637,Protein (only),experimental,23.1006267445,0.228935031744,0.200814889566,NA,0.202232064989,1.84606931637,OXIDOREDUCTASE,C 1 2 1,2,4,2,4
7DLI,12,90,90,90,78.598,134.824,145.587,X-RAY DIFFRACTION,2020-11-27,2021-06-23,7DLI,4,173.37,2,2.2,Protein (only),experimental,30.16,0.2299,0.1901,NA,0.1921,2.2,CIRCADIAN CLOCK PROTEIN,P 21 21 21,2,4,2,4
7DLK,6,87.84,76.45,83.22,79.988,102.108,105.47,X-RAY DIFFRACTION,2020-11-27,2021-11-03,7DLK,39,247.69,8,2.1,Protein (only),experimental,49.41,0.2489,0.1848,NA,0.188,2.1,OXIDOREDUCTASE,P 1,7,33,7,33
7DLL,8,90,90,90,69.915,82.171,92.192,X-RAY DIFFRACTION,2020-11-28,2022-04-06,7DLL,2,61.71,1,1.89,Protein (only),experimental,36,0.2309,0.2022,NA,0.2036,1.89,OXIDOREDUCTASE,P 2 21 21,1,2,1,2
7DLM,16,90,90,90,69.678,114.895,126.129,X-RAY DIFFRACTION,2020-11-28,2022-04-06,7DLM,2,61.9,1,1.59,Protein (only),experimental,19.11,0.1905,0.1663,NA,0.167,1.59,OXIDOREDUCTASE,C 2 2 21,1,2,1,2
7DLN,8,90,90,90,79,79,38,X-RAY DIFFRACTION,2020-11-28,2021-12-01,7DLN,2,14.39,2,2.15,Protein (only),experimental,77.2344,0.2,0.1874,NA,0.1887,2.15,HYDROLASE,P 43 21 2,1,1,1,1
7DLS,4,90,110.68,90,91.522,52.172,87.896,X-RAY DIFFRACTION,2020-11-30,2021-07-14,7DLS,2,45.36,2,2.06,Protein (only),experimental,32.834,0.2184,0.1722,NA,0.1744,2.06,TRANSFERASE,C 1 2 1,1,1,1,1
7DLW,4,97.7,94.97,106.5,66.877,69.353,85.4,X-RAY DIFFRACTION,2020-11-30,2021-09-29,7DLW,5,204.57,2,2.19,Protein (only),experimental,50.3169,0.2408,0.193,NA,0.1945,2.19,LYASE,P 1,2,5,2,5
7DM1,4,90,90.36,90,92.605,78.144,132.613,X-RAY DIFFRACTION,2020-12-01,2020-12-23,7DM1,2,170.97,1,2.1,Protein (only),experimental,39.1833,0.2295,0.1864,NA,0.1886,2.1,TRANSPROT PROTEIN/IMMUNE SYSTEM,P 1 21 1,1,2,1,2
7DM5,12,90,90,120,118.566,118.566,39.405,X-RAY DIFFRACTION,2020-12-02,2022-02-02,7DM5,4,35.75,2,2.2,Protein (only),experimental,21.24,0.222,0.1673,NA,0.17,2.2,HYDROLASE,P 61,1,2,1,2
7DM6,12,90,90,120,118.794,118.794,39.63,X-RAY DIFFRACTION,2020-12-02,2022-02-02,7DM6,4,35.74,2,2.05,Protein (only),experimental,20.3,0.1996,0.1716,NA,0.173,2.05,HYDROLASE,P 61,1,2,1,2
7DMB,2,87.786,88.34,89.742,41.81,60.594,71.146,X-RAY DIFFRACTION,2020-12-03,2021-02-10,7DMB,2,87.66,1,2.1,Protein (only),experimental,19.43,0.2434,0.1864,NA,0.1891,2.1,TRANSFERASE,P 1,1,2,1,2
7DMG,8,90,90,90,70.006,82.924,91.854,X-RAY DIFFRACTION,2020-12-03,2022-04-06,7DMG,2,61.7,1,1.79,Protein (only),experimental,32.67,0.1713,0.1601,NA,0.1605,1.79,OXIDOREDUCTASE,P 2 21 21,1,2,1,2
7DMN,4,90,90,90,84.968,82.429,48.192,X-RAY DIFFRACTION,2020-12-04,2021-10-06,7DMN,2,41.3,1,2,Protein (only),experimental,20.263,0.2052,0.1567,NA,0.1609,2,ISOMERASE,P 21 21 2,1,2,1,2
7DMY,4,90,95.35,90,75.011,44.931,40.838,X-RAY DIFFRACTION,2020-12-08,2021-10-20,7DMY,1,17.37,1,2,Protein (only),experimental,34.5363,0.2881,0.2525,NA,0.2545,2,PROTEIN BINDING,C 1 2 1,1,1,1,1
7DN1,8,90,90,90,69.589,114.676,127.752,X-RAY DIFFRACTION,2020-12-08,2022-04-06,7DN1,2,61.8,1,1.74,Protein (only),experimental,38.18,0.2066,0.1661,NA,0.1677,1.74,OXIDOREDUCTASE,C 2 2 21,1,2,1,2
7DNF,8,90,93.44,90,48.35,105.98,64.02,X-RAY DIFFRACTION,2020-12-09,2021-12-15,7DNF,8,78.13,1,1.78,Protein (only),experimental,NA,0.2254,0.1871,NA,0.188,1.78,DE NOVO PROTEIN,P 1 21 1,1,8,1,8
7DNP,12,90,90,90,79.04,79.04,79.04,X-RAY DIFFRACTION,2020-12-10,2021-06-23,7DNP,1,20.48,1,2,Protein (only),experimental,22.44,0.2243,0.186,NA,0.188,2,HYDROLASE,P 21 3,1,1,1,1
7DO5,8,80.45,74.55,75.2,75.371,81.579,91.18,X-RAY DIFFRACTION,2020-12-12,2021-02-03,7DO5,24,224.07,1,1.836,Protein (only),experimental,29.5768,0.1881,0.1604,NA,0.1618,1.836,OXIDOREDUCTASE,P 1,1,24,1,24
7DO7,8,90,90,90,68.47,97.931,70.302,X-RAY DIFFRACTION,2020-12-12,2021-02-03,7DO7,6,57.42,2,1.57,Protein (only),experimental,19.462,0.2588,0.2225,NA,0.2243,1.57,OXIDOREDUCTASE,P 21 21 2,2,6,2,6
7DOO,12,90,90.05,90,120.108,69.425,84.632,X-RAY DIFFRACTION,2020-12-15,2020-12-23,7DOO,3,89.16,1,1.6,Protein (only),experimental,NA,0.1985,0.1637,0.1654,0.1654,1.6,HYDROLASE,C 1 2 1,1,3,1,3
7DOQ,8,90,110.01,90,91.498,56.479,146.349,X-RAY DIFFRACTION,2020-12-16,2021-12-22,7DOQ,7,151.49,1,2.2,Protein (only),experimental,40.252,0.2293,0.1916,NA,0.1935,2.2,HYDROLASE,P 1 21 1,1,7,1,7
7DOR,8,90,90,90,60.811,67.519,102.493,X-RAY DIFFRACTION,2020-12-16,2021-10-27,7DOR,5,45.9,3,1.89,Protein (only),experimental,35.124,0.23675,0.20806,NA,0.20944,1.89,ISOMERASE,P 21 21 21,3,5,3,5
7DOW,12,90,90,120,119.075,119.075,39.692,X-RAY DIFFRACTION,2020-12-17,2022-02-02,7DOW,4,35.74,2,2,Protein (only),experimental,21.09,0.2073,0.1685,NA,0.1703,2,PLANT PROTEIN,P 61,1,2,1,2
7DOX,12,90,90,120,119.136,119.136,39.812,X-RAY DIFFRACTION,2020-12-17,2022-02-02,7DOX,4,35.77,2,1.9,Protein (only),experimental,19.27,0.1931,0.1731,NA,0.1741,1.9,PLANT PROTEIN,P 61,1,2,1,2
7DOY,12,90,90,120,119.13,119.13,39.733,X-RAY DIFFRACTION,2020-12-17,2022-02-02,7DOY,4,35.77,2,2.17,Protein (only),experimental,35.7,0.2121,0.173,NA,0.175,2.17,PLANT PROTEIN,P 61,1,2,1,2
7DOZ,6,90,90,120,62.05,62.05,81.46,X-RAY DIFFRACTION,2020-12-17,2021-10-27,7DOZ,2,23.07,1,1.91,Protein (only),experimental,32.75,0.228,0.1825,NA,0.1848,1.91,VIRAL PROTEIN,P 61,1,2,1,2
7DP0,16,90,90,90,90.626,90.626,101.642,X-RAY DIFFRACTION,2020-12-17,2021-09-08,7DP0,2,52.54,1,2.10004134928,Protein (only),experimental,45.9252100781,0.23258630353,0.179220214185,NA,0.183309189838,2.10004134928,OXIDOREDUCTASE,P 43 21 2,1,2,1,2
7DP1,16,90,90,90,90.825,90.825,102.225,X-RAY DIFFRACTION,2020-12-17,2021-09-08,7DP1,2,52.36,1,2.00349582522,Protein (only),experimental,53.0660482769,0.256964955106,0.199787080119,NA,0.20364580849,2.00349582522,OXIDOREDUCTASE,P 43 21 2,1,2,1,2
7DP4,6,90,90,120,81.434,81.434,105.37,X-RAY DIFFRACTION,2020-12-18,2021-12-22,7DP4,7,35.68,3,1.5,Protein (only),experimental,25.565,0.1914,0.1767,0.178,NA,1.5,TRANSFERASE,P 32 2 1,3,7,3,7
7DP5,6,90,90,120,81.281,81.281,105.24,X-RAY DIFFRACTION,2020-12-18,2021-12-22,7DP5,6,35.6,4,1.6,Protein (only),experimental,22.215,0.1894,0.1709,0.172,NA,1.6,TRANSFERASE,P 32 2 1,4,6,4,6
7DP6,6,90,90,120,80.72,80.72,104.445,X-RAY DIFFRACTION,2020-12-18,2021-12-22,7DP6,7,35.36,3,1.85,Protein (only),experimental,40.835,0.206,0.1764,0.178,NA,1.85,TRANSFERASE,P 32 2 1,3,7,3,7
7DPH,18,90,90,120,91.769,91.769,121.268,X-RAY DIFFRACTION,2020-12-19,2021-07-28,7DPH,4,19.89,3,1.54,Protein (only),experimental,17.994,0.2023,0.1922,0.193,NA,1.54,ONCOPROTEIN,H 3 2,1,1,1,1
7DPJ,18,90,90,120,91.844,91.844,121.413,X-RAY DIFFRACTION,2020-12-19,2021-07-28,7DPJ,6,19.96,3,1.976,Protein (only),experimental,22.144,0.221,0.1895,0.193,NA,1.976,ONCOPROTEIN,H 3 2,1,1,1,1
7DPK,12,90,90,120,119.027,119.027,38.919,X-RAY DIFFRACTION,2020-12-19,2022-02-02,7DPK,3,35.46,2,2.15,Protein (only),experimental,20.94,0.2025,0.172,NA,0.1736,2.15,PLANT PROTEIN,P 61,1,1,1,1
7DPN,12,90,94.245,90,114.784,55.778,68.098,X-RAY DIFFRACTION,2020-12-20,2021-12-22,7DPN,2,44.41,1,1.79998842375,Protein (only),experimental,39.3003794775,0.218792906413,0.188228271041,NA,0.189761132575,1.79998842375,ANTITUMOR PROTEIN,C 1 2 1,1,2,1,2
7DPR,8,90,90,90,60.973,67.389,102.365,X-RAY DIFFRACTION,2020-12-21,2021-10-27,7DPR,8,46.24,3,1.75,Protein (only),experimental,27.229,0.25235,0.22463,NA,0.22605,1.75,ISOMERASE,P 21 21 21,3,8,3,8
7DPU,4,90,100.96,90,44.258,53.798,115.062,X-RAY DIFFRACTION,2020-12-21,2021-05-12,7DPU,3,68.41,2,1.75,Protein (only),experimental,23.8307,0.199,0.1647,NA,0.1664,1.75,VIRAL PROTEIN,P 1 21 1,1,1,1,1
7DQB,8,90,90,90,63.071,74.642,104.097,X-RAY DIFFRACTION,2020-12-23,2021-05-05,7DQB,2,58.92,1,2.101,Protein (only),experimental,35.58,0.2189,0.2147,0.215,NA,2.101,TRANSCRIPTION,P 21 21 21,1,2,1,2
7DQF,8,90,90,90,61.096,68.159,102.397,X-RAY DIFFRACTION,2020-12-23,2021-10-27,7DQF,5,45.96,3,1.8,Protein (only),experimental,26.029,0.24933,0.21808,NA,0.21967,1.8,ISOMERASE,P 21 21 21,3,5,3,5
7DQH,8,90,90,90,61.517,67.646,102.28,X-RAY DIFFRACTION,2020-12-23,2021-10-27,7DQH,6,45.99,3,1.91,Protein (only),experimental,37.156,0.23445,0.20079,NA,0.2025,1.91,ISOMERASE,P 21 21 21,3,6,3,6
7DQI,8,90,90,90,61.862,67.601,102.79,X-RAY DIFFRACTION,2020-12-23,2021-10-27,7DQI,5,45.98,3,1.91,Protein (only),experimental,31.415,0.25041,0.23763,NA,0.23827,1.91,ISOMERASE,P 21 21 21,3,5,3,5
7DQJ,8,90,90,90,61.46,67.462,102.5,X-RAY DIFFRACTION,2020-12-24,2021-10-27,7DQJ,6,46.02,3,1.92,Protein (only),experimental,34.753,0.26306,0.23548,NA,0.23685,1.92,ISOMERASE,P 21 21 21,3,6,3,6
7DQL,8,90,90,90,61.491,67.88,102.598,X-RAY DIFFRACTION,2020-12-24,2021-10-27,7DQL,7,46.1,3,1.93,Protein (only),experimental,34.429,0.25772,0.23093,NA,0.23226,1.93,ISOMERASE,P 21 21 21,3,7,3,7
7DQM,8,90,90,90,61.584,67.499,103.752,X-RAY DIFFRACTION,2020-12-24,2021-10-27,7DQM,5,45.99,3,1.78,Protein (only),experimental,30.951,0.26564,0.23218,NA,0.23386,1.78,ISOMERASE,P 21 21 21,3,5,3,5
7DQR,4,90,90,90,48.206,52.472,61.775,X-RAY DIFFRACTION,2020-12-24,2021-12-15,7DQR,1,18.09,1,1.74,Protein (only),experimental,22.152,0.2256,0.1887,0.191,NA,1.74,TRANSFERASE,P 21 21 21,1,1,1,1
7DQS,8,90,90,90,61.245,67.918,102.367,X-RAY DIFFRACTION,2020-12-24,2021-10-27,7DQS,6,45.97,3,1.85,Protein (only),experimental,36.356,0.2657,0.23326,NA,0.23488,1.85,ISOMERASE,P 21 21 21,3,6,3,6
7DQU,8,90,90,90,61.165,68.514,102.454,X-RAY DIFFRACTION,2020-12-24,2021-10-27,7DQU,6,46.02,3,1.88,Protein (only),experimental,26.669,0.25522,0.23667,NA,0.23755,1.88,ISOMERASE,P 21 21 21,3,6,3,6
7DQV,24,90,90,90,175.667,175.667,175.667,X-RAY DIFFRACTION,2020-12-24,2021-03-24,7DQV,5,68.83,4,2.15,Protein (only),experimental,74.32,0.2099,0.185,NA,0.1862,2.15,TRANSPORT PROTEIN,P 41 3 2,3,4,3,4
7DQW,8,90,90,90,61.666,67.492,103.214,X-RAY DIFFRACTION,2020-12-24,2021-10-27,7DQW,6,45.97,3,1.88,Protein (only),experimental,36.987,0.26341,0.245,NA,0.24588,1.88,ISOMERASE,P 21 21 21,3,6,3,6
7DS0,4,90,90,90,58.486,90.905,40.8,X-RAY DIFFRACTION,2020-12-30,2021-07-14,7DS0,2,22.18,2,1.69,Protein (only),experimental,21.6006,0.2087,0.1927,NA,0.1934,1.69,BIOSYNTHETIC PROTEIN,P 21 21 2,1,1,1,1
7DS1,4,90,90,90,59.32,90.778,40.833,X-RAY DIFFRACTION,2020-12-30,2021-07-14,7DS1,2,22.44,2,1.58,Protein (only),experimental,20.1704,0.2078,0.1827,NA,0.1839,1.58,BIOSYNTHETIC PROTEIN,P 21 21 2,1,1,1,1
7DS7,6,90,90,120,109.412,109.412,35.137,X-RAY DIFFRACTION,2020-12-30,2021-01-13,7DS7,3,30.16,3,2.15,Protein (only),experimental,9.937,0.2273,0.1803,0.183,NA,2.15,HYDROLASE,P 63,3,3,3,3
7DSF,8,90,90,90,55.893,74.56,121.176,X-RAY DIFFRACTION,2020-12-31,2021-01-13,7DSF,6,61.92,3,1.8,Protein (only),experimental,24.486,0.2177,0.1939,0.195,NA,1.8,OXIDOREDUCTASE,P 21 21 21,2,4,2,4
7DSZ,12,90,90,90,83.469,83.941,107.252,X-RAY DIFFRACTION,2021-01-04,2021-02-24,7DSZ,5,80.34,1,1.75,Protein (only),experimental,33.629,0.1999,0.1719,NA,0.1733,1.75,MOTOR PROTEIN,P 21 21 21,1,5,1,5
7DT9,6,90,90,120,62.73,62.73,82.33,X-RAY DIFFRACTION,2021-01-04,2022-01-12,7DT9,1,22.6,1,1.89,Protein (only),experimental,34.95,0.2093,0.1747,NA,0.1764,1.89,VIRAL PROTEIN,P 61,1,1,1,1
7DTB,8,90,90,90,79.45,79.45,38.47,X-RAY DIFFRACTION,2021-01-04,2021-01-20,7DTB,3,16.35,2,1.65,Protein (only),experimental,35.2913,0.2087,0.1785,NA,0.1815,1.65,HYDROLASE,P 43 21 2,1,2,1,2
7DTF,8,90,90,90,79.44,79.44,38.41,X-RAY DIFFRACTION,2021-01-04,2021-01-20,7DTF,3,16.35,2,1.85,Protein (only),experimental,38.0102,0.2557,0.2244,NA,0.2265,1.85,HYDROLASE,P 43 21 2,1,2,1,2
7DTK,2,95.49,96.32,100.77,42.754,44.091,54.213,X-RAY DIFFRACTION,2021-01-05,2021-03-17,7DTK,4,53.72,1,1.849,Protein (only),experimental,34.057,0.206,0.1721,NA,0.1738,1.849,RNA BINDING PROTEIN,P 1,1,4,1,4
7DTM,4,83.53,75.44,74.13,49.944,75.675,82.264,X-RAY DIFFRACTION,2021-01-06,2021-08-04,7DTM,12,101.87,2,2,Protein (only),experimental,35.129,0.2482,0.2122,NA,0.2141,2,HYDROLASE,P 1,1,4,1,4
7DTN,4,84.78,75.58,73.69,49.709,72.862,82.188,X-RAY DIFFRACTION,2021-01-06,2021-08-04,7DTN,16,102.65,3,1.85,Protein (only),experimental,19.461,0.1963,0.1635,NA,0.1651,1.85,HYDROLASE,P 1,2,8,2,8
7DTZ,2,90,97.65,90,42.182,61.434,60.504,X-RAY DIFFRACTION,2021-01-07,2021-04-14,7DTZ,2,35.11,2,2.01,Protein (only),experimental,22.4882,0.1976,0.1651,NA,0.1667,2.01,TRANSFERASE,P 1 21 1,1,1,1,1
7DU1,8,90,130.91,90,103.302,79.58,67.842,X-RAY DIFFRACTION,2021-01-07,2022-01-19,7DU1,12,50.24,3,1.79,Protein (only),experimental,20.1987,0.2596,0.214,NA,0.2165,1.79,HYDROLASE,C 1 2 1,2,6,2,6
7DUA,4,90,99.4,90,50.714,80.215,79.677,X-RAY DIFFRACTION,2021-01-08,2022-01-12,7DUA,2,72.04,1,1.64,Protein (only),experimental,26.736,0.2177,0.1907,NA,0.1921,1.64,TRANSFERASE,P 1 21 1,1,2,1,2
7DUB,8,90,129.9,90,100.909,79.454,67.394,X-RAY DIFFRACTION,2021-01-08,2022-01-19,7DUB,12,50.24,3,1.599,Protein (only),experimental,14.422,0.1999,0.1645,NA,0.1659,1.599,HYDROLASE,C 1 2 1,2,6,2,6
7DUE,8,90,129.88,90,100.974,79.599,67.251,X-RAY DIFFRACTION,2021-01-08,2022-01-19,7DUE,12,50.27,3,1.799,Protein (only),experimental,19.1187,0.2062,0.1682,NA,0.1703,1.799,HYDROLASE,C 1 2 1,2,6,2,6
7DUP,2,90,111.344,90,66.585,63.001,78.69,X-RAY DIFFRACTION,2021-01-10,2022-01-19,7DUP,6,62.29,3,1.62,Protein (only),experimental,25.006,0.1885,0.1448,0.147,NA,1.62,HYDROLASE,P 1 21 1,3,6,3,6
7DUT,8,90,90,90,50.481,142.947,65.251,X-RAY DIFFRACTION,2021-01-11,2021-12-22,7DUT,2,24.78,2,2.1,Protein (only),experimental,29.2957,0.2334,0.1897,NA,0.194,2.1,DNA BINDING PROTEIN,C 2 2 21,1,1,1,1
7DUX,4,90,90,90,46.134,64.865,91.476,X-RAY DIFFRACTION,2021-01-12,2022-01-19,7DUX,4,25.07,3,1.981,Protein (only),experimental,27.7743,0.2197,0.1771,NA,0.1813,1.981,HYDROLASE,P 21 2 21,2,2,2,2
7DUY,4,90,90,90,46.038,64.223,91.554,X-RAY DIFFRACTION,2021-01-12,2022-01-19,7DUY,3,25.02,2,1.999,Protein (only),experimental,26.9012,0.2173,0.1856,NA,0.1888,1.999,HYDROLASE,P 21 2 21,1,1,1,1
7DUZ,8,90,130.28,90,102.231,79.291,67.267,X-RAY DIFFRACTION,2021-01-12,2022-01-19,7DUZ,12,50.27,3,1.6,Protein (only),experimental,14.6904,0.2047,0.1797,NA,0.1807,1.6,HYDROLASE,C 1 2 1,2,6,2,6
7DV0,4,90,90,90,46.148,64.535,90.995,X-RAY DIFFRACTION,2021-01-12,2022-01-19,7DV0,5,25.26,3,1.601,Protein (only),experimental,17.9912,0.2117,0.1809,NA,0.1826,1.601,HYDROLASE,P 21 2 21,2,3,2,3
7DV1,8,90,130.56,90,101.946,79.457,68.04,X-RAY DIFFRACTION,2021-01-12,2022-01-19,7DV1,12,50.37,3,1.966,Protein (only),experimental,21.778,0.2356,0.181,NA,0.1847,1.966,HYDROLASE,C 1 2 1,2,6,2,6
7DVA,4,90,90.631,90,49.5,125.596,84.64,X-RAY DIFFRACTION,2021-01-13,2022-01-19,7DVA,7,124.57,2,1.55,Protein (only),experimental,22.979,0.1844,0.1417,0.144,NA,1.55,HYDROLASE,P 1 21 1,2,7,2,7
7DVB,8,90,94.673,90,82.026,67.002,192.803,X-RAY DIFFRACTION,2021-01-13,2022-01-19,7DVB,5,248.44,2,2.05,Protein (only),experimental,37.394,0.2585,0.2285,0.23,NA,2.05,HYDROLASE,P 1 21 1,2,5,2,5
7DVC,48,90,90,90,98.151,98.151,177.324,X-RAY DIFFRACTION,2021-01-13,2021-09-29,7DVC,14,56.74,2,1.705,Protein (only),experimental,30.9935,0.1771,0.1656,NA,0.1658,1.705,CHAPERONE,P 43 21 2,2,14,2,14
7DVI,12,90,90,120,104.437,104.437,67.661,X-RAY DIFFRACTION,2021-01-13,2021-08-18,7DVI,22,18.45,2,2,Protein (only),experimental,36.25,0.244,0.1908,NA,0.1932,2,ISOMERASE,P 64 2 2,2,22,2,22
7DVN,8,90,90,90,65.524,65.524,90.31,X-RAY DIFFRACTION,2021-01-14,2021-11-24,7DVN,1,17.19,1,1.6,Protein (only),experimental,28.78,0.2547,0.225,NA,0.2265,1.6,DNA BINDING PROTEIN,P 41 21 2,1,1,1,1
7DVO,4,90,92.71,90,54.27,101.61,73.19,X-RAY DIFFRACTION,2021-01-14,2021-05-19,7DVO,10,90.69,3,1.8,Protein (only),experimental,27.3508,0.2191,0.1727,NA,0.175,1.8,OXIDOREDUCTASE,P 1 21 1,2,8,2,8
7DVT,4,90,94.34,90,68.203,31.331,76.609,X-RAY DIFFRACTION,2021-01-15,2021-09-29,7DVT,2,18.46,2,2.09,Protein (only),experimental,72.771,0.2867,0.2256,NA,0.2282,2.09,TRANSCRIPTION,C 1 2 1,1,1,1,1
7DVU,4,90,96.81,90,69.837,31.39,77.397,X-RAY DIFFRACTION,2021-01-15,2021-09-29,7DVU,2,18.46,2,2.1,Protein (only),experimental,68.901,0.2766,0.2264,NA,0.2287,2.1,TRANSCRIPTION,C 1 2 1,1,1,1,1
